Id_Subgrupo,Media_X,Rango_R,Gran_Media,LCL_X,UCL_X,Rango_Medio,LCL_R,UCL_R,Alarma_X
172,1584.2,548,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
173,1719.4,628,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
174,1511.6,320,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
175,1493.2,567,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
176,1593.0,578,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
177,1456.8,504,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
178,1611.2,772,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
179,1394.0,83,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
180,1479.0,283,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
181,1587.2,1014,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
182,1576.6,366,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
183,1548.8,131,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
184,1494.0,182,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
185,1542.8,420,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
186,1551.8,577,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
187,1456.2,271,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
188,1526.6,560,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
189,1548.8,269,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
190,1424.8,349,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
191,1489.0,236,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
192,1566.8,524,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
193,1573.0,257,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
194,1528.0,229,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
195,1591.8,168,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
196,1570.4,528,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
197,1505.0,246,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
198,1762.6,585,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,1
199,1448.2,483,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
200,1585.8,785,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
201,1566.0,238,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
202,1450.8,251,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
203,1500.0,186,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
204,1400.2,346,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
205,1586.6,509,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
206,1454.2,177,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
207,1694.2,409,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
208,1541.0,281,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
209,1559.2,378,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
210,1446.0,276,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
211,1675.6,371,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
212,1619.4,394,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
213,1457.8,292,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
214,1592.4,446,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
215,1465.0,181,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
216,1586.4,386,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
217,1579.2,354,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
218,1557.8,623,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
219,1478.6,331,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
220,1758.2,1324,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
221,1515.6,348,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
222,1570.0,230,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
223,1480.8,498,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
224,1574.0,737,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
225,1459.6,396,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
226,1657.2,468,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
227,1403.4,218,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
228,1549.8,218,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
229,1443.6,339,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
230,1513.2,342,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
231,1477.4,276,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
232,1575.6,442,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
233,1534.2,518,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
234,1458.8,229,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
235,1539.4,471,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
236,1490.0,206,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
237,1466.0,152,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
238,1512.6,455,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
239,1504.2,429,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
240,1575.6,571,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
241,1474.8,303,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
242,1658.2,1222,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
243,1511.4,335,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
244,1547.4,352,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
245,1526.0,364,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
246,1457.8,279,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
247,1757.6,1076,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
248,1522.4,295,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
249,1576.6,294,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
250,1542.0,186,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
251,1436.0,240,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
252,1425.4,255,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
253,1740.8,843,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
254,1540.6,166,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
255,1451.0,286,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
256,1478.4,331,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
257,1600.6,797,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
258,1513.8,216,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
259,1608.0,439,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
260,1450.4,278,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
261,1600.2,776,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
262,1597.2,327,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
263,1510.4,276,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
264,1593.2,501,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
265,1391.6,297,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
266,1634.8,403,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
267,1651.6,503,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
268,1591.2,350,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
269,1595.6,481,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
270,1563.8,441,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
271,1467.4,264,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
272,1566.4,289,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
273,1536.2,274,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
274,1562.8,340,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
275,1487.6,207,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
276,1518.2,165,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
277,1567.4,455,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
278,1579.0,378,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
279,1752.2,1328,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
280,1501.8,117,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
281,1427.6,242,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
282,1463.6,170,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
283,1585.2,529,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
284,1583.0,763,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
285,1523.0,127,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
286,1479.2,266,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
287,1391.8,74,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
288,1498.2,95,1538.7761,1318.9916070000002,1758.560593,380.909,0.0,805.2416259999999,0
